,fips,name,state
2877,51019,Bedford County,VA
2878,51021,Bland County,VA
2879,51023,Botetourt County,VA
2880,51025,Brunswick County,VA
2881,51027,Buchanan County,VA
2882,51029,Buckingham County,VA
2883,51031,Campbell County,VA
2884,51033,Caroline County,VA
2885,51035,Carroll County,VA
2886,51036,Charles City County,VA
2887,51037,Charlotte County,VA
2888,51041,Chesterfield County,VA
2889,51043,Clarke County,VA
2890,51045,Craig County,VA
2891,51047,Culpeper County,VA
2892,51049,Cumberland County,VA
2893,51051,Dickenson County,VA
2894,51053,Dinwiddie County,VA
2895,51057,Essex County,VA
2896,51059,Fairfax County,VA
2897,51061,Fauquier County,VA
2898,51063,Floyd County,VA
2899,51065,Fluvanna County,VA
2900,51067,Franklin County,VA
2901,51069,Frederick County,VA
2902,51071,Giles County,VA
2903,51073,Gloucester County,VA
2904,51075,Goochland County,VA
2905,51077,Grayson County,VA
2906,51079,Greene County,VA
2907,51081,Greensville County,VA
2908,51083,Halifax County,VA
2909,51085,Hanover County,VA
2910,51087,Henrico County,VA
2911,51089,Henry County,VA
2912,51091,Highland County,VA
2913,51093,Isle of Wight County,VA
2914,51095,James City County,VA
2915,51097,King and Queen County,VA
2916,51099,King George County,VA
2917,51101,King William County,VA
2918,51103,Lancaster County,VA
2919,51105,Lee County,VA
2920,51107,Loudoun County,VA
2921,51109,Louisa County,VA
2922,51111,Lunenburg County,VA
2923,51113,Madison County,VA
2924,51115,Mathews County,VA
2925,51117,Mecklenburg County,VA
2926,51119,Middlesex County,VA
2927,51121,Montgomery County,VA
2928,51125,Nelson County,VA
2929,51127,New Kent County,VA
2930,51131,Northampton County,VA
2931,51133,Northumberland County,VA
2932,51135,Nottoway County,VA
2933,51137,Orange County,VA
2934,51139,Page County,VA
2935,51141,Patrick County,VA
2936,51143,Pittsylvania County,VA
2937,51145,Powhatan County,VA
2938,51147,Prince Edward County,VA
2939,51149,Prince George County,VA
2940,51153,Prince William County,VA
2941,51155,Pulaski County,VA
2942,51157,Rappahannock County,VA
2943,51159,Richmond County,VA
2944,51161,Roanoke County,VA
2945,51163,Rockbridge County,VA
2946,51165,Rockingham County,VA
2947,51167,Russell County,VA
2948,51169,Scott County,VA
2949,51171,Shenandoah County,VA
2950,51173,Smyth County,VA
2951,51175,Southampton County,VA
2952,51177,Spotsylvania County,VA
2953,51179,Stafford County,VA
2954,51181,Surry County,VA
2955,51183,Sussex County,VA
2956,51185,Tazewell County,VA
2957,51187,Warren County,VA
2958,51191,Washington County,VA
2959,51193,Westmoreland County,VA
2960,51195,Wise County,VA
2961,51197,Wythe County,VA
2962,51199,York County,VA
2963,51510,Alexandria city,VA
2964,51515,Bedford city,VA
2965,51520,Bristol city,VA
2966,51530,Buena Vista city,VA
2967,51540,Charlottesville city,VA
2968,51550,Chesapeake city,VA
2969,51570,Colonial Heights city,VA
2970,51580,Covington city,VA
2971,51590,Danville city,VA
2972,51595,Emporia city,VA
2973,51600,Fairfax city,VA
2974,51610,Falls Church city,VA
2975,51620,Franklin city,VA
2976,51630,Fredericksburg city,VA
2977,51640,Galax city,VA
2978,51650,Hampton city,VA
2979,51660,Harrisonburg city,VA
2980,51670,Hopewell city,VA
2981,51678,Lexington city,VA
2982,51680,Lynchburg city,VA
2983,51683,Manassas city,VA
2984,51685,Manassas Park city,VA
2985,51690,Martinsville city,VA
2986,51700,Newport News city,VA
2987,51710,Norfolk city,VA
2988,51720,Norton city,VA
2989,51730,Petersburg city,VA
2990,51735,Poquoson city,VA
2991,51740,Portsmouth city,VA
2992,51750,Radford city,VA
2993,51760,Richmond city,VA
2994,51770,Roanoke city,VA
2995,51775,Salem city,VA
2996,51790,Staunton city,VA
2997,51800,Suffolk city,VA
2998,51810,Virginia Beach city,VA
2999,51820,Waynesboro city,VA
3000,51830,Williamsburg city,VA
3001,51840,Winchester city,VA
3002,53000,WASHINGTON,
3003,53001,Adams County,WA
3004,53003,Asotin County,WA
3005,53005,Benton County,WA
3006,53007,Chelan County,WA
3007,53009,Clallam County,WA
3008,53011,Clark County,WA
3009,53013,Columbia County,WA
3010,53015,Cowlitz County,WA
3011,53017,Douglas County,WA
3012,53019,Ferry County,WA
3013,53021,Franklin County,WA
3014,53023,Garfield County,WA
3015,53025,Grant County,WA
3016,53027,Grays Harbor County,WA
3017,53029,Island County,WA
3018,53031,Jefferson County,WA
3019,53033,King County,WA
3020,53035,Kitsap County,WA
3021,53037,Kittitas County,WA
3022,53039,Klickitat County,WA
3023,53041,Lewis County,WA
3024,53043,Lincoln County,WA
3025,53045,Mason County,WA
3026,53047,Okanogan County,WA
3027,53049,Pacific County,WA
3028,53051,Pend Oreille County,WA
3029,53053,Pierce County,WA
3030,53055,San Juan County,WA
3031,53057,Skagit County,WA
3032,53059,Skamania County,WA
3033,53061,Snohomish County,WA
3034,53063,Spokane County,WA
3035,53065,Stevens County,WA
3036,53067,Thurston County,WA
3037,53069,Wahkiakum County,WA
3038,53071,Walla Walla County,WA
3039,53073,Whatcom County,WA
3040,53075,Whitman County,WA
3041,53077,Yakima County,WA
3042,54000,WEST VIRGINIA,
3043,54001,Barbour County,WV
3044,54003,Berkeley County,WV
3045,54005,Boone County,WV
3046,54007,Braxton County,WV
3047,54009,Brooke County,WV
3048,54011,Cabell County,WV
3049,54013,Calhoun County,WV
3050,54015,Clay County,WV
3051,54017,Doddridge County,WV
3052,54019,Fayette County,WV
3053,54021,Gilmer County,WV
3054,54023,Grant County,WV
3055,54025,Greenbrier County,WV
3056,54027,Hampshire County,WV
3057,54029,Hancock County,WV
3058,54031,Hardy County,WV
3059,54033,Harrison County,WV
3060,54035,Jackson County,WV
3061,54037,Jefferson County,WV
3062,54039,Kanawha County,WV
3063,54041,Lewis County,WV
3064,54043,Lincoln County,WV
3065,54045,Logan County,WV
3066,54047,McDowell County,WV
3067,54049,Marion County,WV
3068,54051,Marshall County,WV
3069,54053,Mason County,WV
3070,54055,Mercer County,WV
3071,54057,Mineral County,WV
3072,54059,Mingo County,WV
3073,54061,Monongalia County,WV
3074,54063,Monroe County,WV
3075,54065,Morgan County,WV
3076,54067,Nicholas County,WV
3077,54069,Ohio County,WV
3078,54071,Pendleton County,WV
3079,54073,Pleasants County,WV
3080,54075,Pocahontas County,WV
3081,54077,Preston County,WV
3082,54079,Putnam County,WV
3083,54081,Raleigh County,WV
3084,54083,Randolph County,WV
3085,54085,Ritchie County,WV
3086,54087,Roane County,WV
3087,54089,Summers County,WV
3088,54091,Taylor County,WV
3089,54093,Tucker County,WV
3090,54095,Tyler County,WV
3091,54097,Upshur County,WV
3092,54099,Wayne County,WV
3093,54101,Webster County,WV
3094,54103,Wetzel County,WV
3095,54105,Wirt County,WV
3096,54107,Wood County,WV
3097,54109,Wyoming County,WV
3098,55000,WISCONSIN,
3099,55001,Adams County,WI
3100,55003,Ashland County,WI
3101,55005,Barron County,WI
3102,55007,Bayfield County,WI
3103,55009,Brown County,WI
3104,55011,Buffalo County,WI
3105,55013,Burnett County,WI
3106,55015,Calumet County,WI
3107,55017,Chippewa County,WI
3108,55019,Clark County,WI
3109,55021,Columbia County,WI
3110,55023,Crawford County,WI
3111,55025,Dane County,WI
3112,55027,Dodge County,WI
3113,55029,Door County,WI
3114,55031,Douglas County,WI
3115,55033,Dunn County,WI
3116,55035,Eau Claire County,WI
3117,55037,Florence County,WI
3118,55039,Fond du Lac County,WI
3119,55041,Forest County,WI
3120,55043,Grant County,WI
3121,55045,Green County,WI
3122,55047,Green Lake County,WI
3123,55049,Iowa County,WI
3124,55051,Iron County,WI
3125,55053,Jackson County,WI
3126,55055,Jefferson County,WI
3127,55057,Juneau County,WI
3128,55059,Kenosha County,WI
3129,55061,Kewaunee County,WI
3130,55063,La Crosse County,WI
3131,55065,Lafayette County,WI
3132,55067,Langlade County,WI
3133,55069,Lincoln County,WI
3134,55071,Manitowoc County,WI
3135,55073,Marathon County,WI
3136,55075,Marinette County,WI
3137,55077,Marquette County,WI
3138,55078,Menominee County,WI
3139,55079,Milwaukee County,WI
3140,55081,Monroe County,WI
3141,55083,Oconto County,WI
3142,55085,Oneida County,WI
3143,55087,Outagamie County,WI
3144,55089,Ozaukee County,WI
3145,55091,Pepin County,WI
3146,55093,Pierce County,WI
3147,55095,Polk County,WI
3148,55097,Portage County,WI
3149,55099,Price County,WI
3150,55101,Racine County,WI
3151,55103,Richland County,WI
3152,55105,Rock County,WI
3153,55107,Rusk County,WI
3154,55109,St. Croix County,WI
3155,55111,Sauk County,WI
3156,55113,Sawyer County,WI
3157,55115,Shawano County,WI
3158,55117,Sheboygan County,WI
3159,55119,Taylor County,WI
3160,55121,Trempealeau County,WI
3161,55123,Vernon County,WI
3162,55125,Vilas County,WI
3163,55127,Walworth County,WI
3164,55129,Washburn County,WI
3165,55131,Washington County,WI
3166,55133,Waukesha County,WI
3167,55135,Waupaca County,WI
3168,55137,Waushara County,WI
3169,55139,Winnebago County,WI
3170,55141,Wood County,WI
3171,56000,WYOMING,
3172,56001,Albany County,WY
3173,56003,Big Horn County,WY
3174,56005,Campbell County,WY
3175,56007,Carbon County,WY
3176,56009,Converse County,WY
3177,56011,Crook County,WY
3178,56013,Fremont County,WY
3179,56015,Goshen County,WY
3180,56017,Hot Springs County,WY
3181,56019,Johnson County,WY
3182,56021,Laramie County,WY
3183,56023,Lincoln County,WY
3184,56025,Natrona County,WY
3185,56027,Niobrara County,WY
3186,56029,Park County,WY
3187,56031,Platte County,WY
3188,56033,Sheridan County,WY
3189,56035,Sublette County,WY
3190,56037,Sweetwater County,WY
3191,56039,Teton County,WY
3192,56041,Uinta County,WY
3193,56043,Washakie County,WY
3194,56045,Weston County,WY
